Measure
0.5019607843138805
0.418998716303335
0.3371273712737416
0.3044476327115154
0.2865761689291096
0.2733333333333781
0.2733333333333781
0.23804056639886098
0.20666666666666905
0.11734357189976957
0.10666666666664525
0.09070294784578109
0.08419441255269569
0.05236547490332372
0.05189008229858899
0.030128205140901587
0.02696078431393538
0.02696078431393538
0.007223942208627154
0.0
0.0
0.0
0.0
0.0
0.0
#runtime(ms) : 1348
