Measure
0.3260090384916245
0.1919666145049259
0.18208844295803128
0.15645933014376698
0.05483405483404405
0.05363580410173535
0.04655248133508043
0.03571428571630686
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.11284181377400938
-0.3582480965451024
-0.37598663762442447
#runtime(ms) : 84
